time,E,H,I,R,S
0,135,0,9,0,9856
0,134,0,10,0,9856
0.00891379,133,0,11,0,9856
0.0156269,132,0,12,0,9856
0.0268754,133,0,12,0,9855
0.0947804,134,0,12,0,9854
0.10112,135,0,12,0,9853
0.113558,136,0,12,0,9852
0.116509,137,0,12,0,9851
0.139805,136,0,13,0,9851
0.21943,137,0,13,0,9850
0.252378,136,0,14,0,9850
0.256738,136,0,13,1,9850
0.264373,135,0,14,1,9850
0.314946,135,0,13,2,9850
0.323294,134,0,14,2,9850
0.351124,133,0,15,2,9850
0.367005,132,0,16,2,9850
0.395374,132,0,15,3,9850
0.44525,133,0,15,3,9849
0.489874,133,0,14,4,9849
0.539007,132,0,15,4,9849
0.572525,131,0,16,4,9849
0.62464,130,0,17,4,9849
0.662409,131,0,17,4,9848
0.673492,130,0,18,4,9848
0.704891,129,0,19,4,9848
0.708305,130,0,19,4,9847
0.720618,129,0,20,4,9847
0.72775,130,0,20,4,9846
0.761585,131,0,20,4,9845
0.806786,130,0,21,4,9845
0.840823,131,0,21,4,9844
0.86043,132,0,21,4,9843
0.91299,131,0,22,4,9843
0.921851,130,0,23,4,9843
0.942291,131,0,23,4,9842
0.95272,130,0,24,4,9842
0.95918,129,0,25,4,9842
0.977998,129,0,24,5,9842
1.02116,128,0,25,5,9842
1.02154,129,0,25,5,9841
1.03204,128,0,26,5,9841
1.08067,127,0,27,5,9841
1.08846,127,0,26,6,9841
1.09804,128,0,26,6,9840
1.12563,129,0,26,6,9839
1.13225,130,0,26,6,9838
1.13717,129,0,27,6,9838
1.15328,128,0,28,6,9838
1.18879,127,0,29,6,9838
1.20498,127,0,28,7,9838
1.21863,126,0,29,7,9838
1.22947,125,0,30,7,9838
1.23106,126,0,30,7,9837
1.25813,125,0,31,7,9837
1.27581,124,0,32,7,9837
1.28397,125,0,32,7,9836
1.29108,124,0,33,7,9836
1.31541,123,0,34,7,9836
1.32502,124,0,34,7,9835
1.33272,123,0,35,7,9835
1.34998,124,0,35,7,9834
1.35695,125,0,35,7,9833
1.36678,124,0,36,7,9833
1.37026,123,0,37,7,9833
1.38313,124,0,37,7,9832
1.39193,125,0,37,7,9831
1.39254,124,0,38,7,9831
1.39345,125,0,38,7,9830
1.39914,125,0,37,8,9830
1.42055,124,0,38,8,9830
1.44165,124,0,37,9,9830
1.4441,124,0,36,10,9830
1.45954,123,0,37,10,9830
1.51434,123,0,36,11,9830
1.52264,124,0,36,11,9829
1.53843,124,0,35,12,9829
1.53945,125,0,35,12,9828
1.58621,125,0,34,13,9828
1.59582,126,0,34,13,9827
1.59713,125,0,35,13,9827
1.59935,126,0,35,13,9826
1.59938,127,0,35,13,9825
1.60422,126,0,36,13,9825
1.60424,127,0,36,13,9824
1.63282,128,0,36,13,9823
1.64268,129,0,36,13,9822
1.67103,129,0,35,14,9822
1.67117,130,0,35,14,9821
1.74817,131,0,35,14,9820
1.7506,131,0,34,15,9820
1.75568,132,0,34,15,9819
1.75846,131,0,35,15,9819
1.76397,132,0,35,15,9818
1.80956,131,0,36,15,9818
1.8124,131,0,35,16,9818
1.82957,130,0,36,16,9818
1.85,131,0,36,16,9817
1.86087,130,0,37,16,9817
1.89167,130,0,36,17,9817
1.9112,130,0,35,18,9817
1.91654,131,0,35,18,9816
1.95302,132,0,35,18,9815
1.95319,133,0,35,18,9814
1.96252,134,0,35,18,9813
1.97367,133,0,36,18,9813
1.99079,132,0,37,18,9813
2.00691,132,0,36,19,9813
2.01818,131,0,37,19,9813
2.03278,132,0,37,19,9812
2.03595,131,0,38,19,9812
2.03764,131,0,37,20,9812
2.0474,132,0,37,20,9811
2.05706,132,0,36,21,9811
2.07387,131,0,37,21,9811
2.08887,130,0,38,21,9811
2.0945,130,0,37,22,9811
2.11256,131,0,37,22,9810
2.11825,132,0,37,22,9809
2.12469,132,0,36,23,9809
2.14322,133,0,36,23,9808
2.14329,133,0,35,24,9808
2.14857,132,0,36,24,9808
2.1733,131,0,37,24,9808
2.19286,132,0,37,24,9807
2.21189,132,0,36,25,9807
2.21205,131,0,37,25,9807
2.21951,132,0,37,25,9806
2.24172,133,0,37,25,9805
2.27386,132,0,38,25,9805
2.28178,133,0,38,25,9804
2.28266,134,0,38,25,9803
2.30482,133,0,39,25,9803
2.30843,133,0,38,26,9803
2.32329,134,0,38,26,9802
2.32813,134,0,37,27,9802
2.34377,133,0,38,27,9802
2.36782,132,0,39,27,9802
2.36931,131,0,40,27,9802
2.43404,131,0,39,28,9802
2.44236,132,0,39,28,9801
2.44276,132,0,38,29,9801
2.45066,133,0,38,29,9800
2.45633,134,0,38,29,9799
2.46015,135,0,38,29,9798
2.48647,136,0,38,29,9797
2.49855,137,0,38,29,9796
2.56697,136,0,39,29,9796
2.57597,137,0,39,29,9795
2.58334,138,0,39,29,9794
2.6011,137,0,40,29,9794
2.60692,136,0,41,29,9794
2.64338,137,0,41,29,9793
2.65504,138,0,41,29,9792
2.6822,137,0,42,29,9792
2.72354,138,0,42,29,9791
2.73794,137,0,43,29,9791
2.74355,138,0,43,29,9790
2.76824,137,0,44,29,9790
2.78682,138,0,44,29,9789
2.80582,139,0,44,29,9788
2.80914,139,0,43,30,9788
2.83464,140,0,43,30,9787
2.84719,139,0,44,30,9787
2.85047,138,0,45,30,9787
2.85196,138,0,44,31,9787
2.87133,137,0,45,31,9787
2.89765,136,0,46,31,9787
2.90841,136,0,45,32,9787
2.90961,137,0,45,32,9786
2.93455,138,0,45,32,9785
2.9468,139,0,45,32,9784
2.9662,139,0,44,33,9784
2.9667,140,0,44,33,9783
2.96705,140,0,43,34,9783
2.97323,141,0,43,34,9782
2.99351,140,0,44,34,9782
2.99611,139,0,45,34,9782
2.99636,140,0,45,34,9781
3.04801,139,0,46,34,9781
3.08483,140,0,46,34,9780
3.09973,141,0,46,34,9779
3.10659,142,0,46,34,9778
3.11396,142,0,45,35,9778
3.14054,141,0,46,35,9778
3.14748,140,0,47,35,9778
3.19514,139,0,48,35,9778
3.20089,139,0,47,36,9778
3.20411,140,0,47,36,9777
3.23193,141,0,47,36,9776
3.24741,140,0,48,36,9776
3.2962,141,0,48,36,9775
3.32126,141,0,47,37,9775
3.32734,141,0,46,38,9775
3.32857,141,0,45,39,9775
3.3387,140,0,46,39,9775
3.34858,139,0,47,39,9775
3.35954,138,0,48,39,9775
3.36248,139,0,48,39,9774
3.36428,138,0,49,39,9774
3.38149,139,0,49,39,9773
3.38948,138,0,50,39,9773
3.42348,137,0,51,39,9773
3.45508,136,0,52,39,9773
3.46968,135,0,53,39,9773
3.47155,136,0,53,39,9772
3.47527,137,0,53,39,9771
3.48724,138,0,53,39,9770
3.48957,137,0,54,39,9770
3.49194,138,0,54,39,9769
3.50573,137,0,55,39,9769
3.50898,137,0,54,40,9769
3.51392,136,0,55,40,9769
3.51682,135,0,56,40,9769
3.53091,136,0,56,40,9768
3.54349,136,0,55,41,9768
3.55516,135,0,56,41,9768
3.55704,135,0,55,42,9768
3.5573,135,0,54,43,9768
3.57451,136,0,54,43,9767
3.57935,137,0,54,43,9766
3.5922,136,0,55,43,9766
3.59781,135,0,56,43,9766
3.66139,136,0,56,43,9765
3.6774,137,0,56,43,9764
3.68129,137,0,55,44,9764
3.69115,137,0,54,45,9764
3.70816,138,0,54,45,9763
3.71409,138,0,53,46,9763
3.73829,139,0,53,46,9762
3.77332,140,0,53,46,9761
3.78042,141,0,53,46,9760
3.7939,140,0,54,46,9760
3.79796,139,0,55,46,9760
3.80899,140,0,55,46,9759
3.81238,139,0,56,46,9759
3.82256,140,0,56,46,9758
3.83287,141,0,56,46,9757
3.83423,140,0,57,46,9757
3.83695,141,0,57,46,9756
3.86039,142,0,57,46,9755
3.86193,141,0,58,46,9755
3.88961,141,0,57,47,9755
3.90403,140,0,58,47,9755
3.90691,141,0,58,47,9754
3.91387,142,0,58,47,9753
3.91947,141,0,59,47,9753
3.92087,142,0,59,47,9752
3.92849,143,0,59,47,9751
3.93147,144,0,59,47,9750
3.94282,145,0,59,47,9749
3.98877,145,0,58,48,9749
4.002,146,0,58,48,9748
4.02215,147,0,58,48,9747
4.03793,146,0,59,48,9747
4.06523,146,0,58,49,9747
4.06552,145,0,59,49,9747
4.06926,144,0,60,49,9747
4.09023,145,0,60,49,9746
4.09994,144,0,61,49,9746
4.11641,145,0,61,49,9745
4.12091,146,0,61,49,9744
4.13062,147,0,61,49,9743
4.16106,148,0,61,49,9742
4.18285,149,0,61,49,9741
4.20014,149,0,60,50,9741
4.22644,150,0,60,50,9740
4.22754,149,0,61,50,9740
4.27077,149,0,60,51,9740
4.27654,150,0,60,51,9739
4.29441,151,0,60,51,9738
4.29558,152,0,60,51,9737
4.29962,151,0,61,51,9737
4.3369,152,0,61,51,9736
4.33819,152,0,60,52,9736
4.34711,151,0,61,52,9736
4.37795,152,0,61,52,9735
4.40317,151,0,62,52,9735
4.41594,152,0,62,52,9734
4.41637,151,0,63,52,9734
4.43699,152,0,63,52,9733
4.45001,152,0,62,53,9733
4.45172,151,0,63,53,9733
4.46139,152,0,63,53,9732
4.46485,151,0,64,53,9732
4.48515,152,0,64,53,9731
4.49682,152,0,63,54,9731
4.506,151,0,64,54,9731
4.50954,152,0,64,54,9730
4.52387,152,0,63,55,9730
4.52398,153,0,63,55,9729
4.54195,153,0,62,56,9729
4.54874,152,0,63,56,9729
4.56993,151,0,64,56,9729
4.58786,152,0,64,56,9728
4.6029,153,0,64,56,9727
4.61606,152,0,65,56,9727
4.63314,152,0,64,57,9727
4.65186,153,0,64,57,9726
4.66942,154,0,64,57,9725
4.67677,153,0,65,57,9725
4.67808,154,0,65,57,9724
4.68607,153,0,66,57,9724
4.71026,154,0,66,57,9723
4.73022,153,0,67,57,9723
4.74998,152,0,68,57,9723
4.75789,153,0,68,57,9722
4.77282,152,0,69,57,9722
4.77525,152,0,68,58,9722
4.77712,153,0,68,58,9721
4.77733,154,0,68,58,9720
4.7845,155,0,68,58,9719
4.79791,154,0,69,58,9719
4.8012,155,0,69,58,9718
4.82711,154,0,70,58,9718
4.83749,155,0,70,58,9717
4.84539,156,0,70,58,9716
4.87657,155,0,71,58,9716
4.88304,156,0,71,58,9715
4.88935,157,0,71,58,9714
4.89711,156,0,72,58,9714
4.89844,156,0,71,59,9714
4.90163,156,0,70,60,9714
4.90848,156,0,69,61,9714
4.91148,155,0,70,61,9714
4.9861,156,0,70,61,9713
5.04217,156,0,69,62,9713
5.04556,155,0,70,62,9713
5.06677,156,0,70,62,9712
5.09333,157,0,70,62,9711
5.09361,156,0,71,62,9711
5.10708,157,0,71,62,9710
5.11302,156,0,72,62,9710
5.11785,157,0,72,62,9709
5.12681,158,0,72,62,9708
5.15226,159,0,72,62,9707
5.17311,158,0,73,62,9707
5.17936,159,0,73,62,9706
5.18367,160,0,73,62,9705
5.18994,161,0,73,62,9704
5.201,160,0,74,62,9704
5.20308,161,0,74,62,9703
5.21723,162,0,74,62,9702
5.24309,163,0,74,62,9701
5.24358,163,0,73,63,9701
5.25019,163,0,72,64,9701
5.25498,163,0,71,65,9701
5.26236,162,0,72,65,9701
5.27449,163,0,72,65,9700
5.28249,163,0,71,66,9700
5.31477,162,0,72,66,9700
5.33855,161,0,73,66,9700
5.33921,162,0,73,66,9699
5.3478,161,0,74,66,9699
5.36809,160,0,75,66,9699
5.37462,161,0,75,66,9698
5.37599,162,0,75,66,9697
5.40505,162,0,74,67,9697
5.41345,163,0,74,67,9696
5.41376,163,0,73,68,9696
5.41528,164,0,73,68,9695
5.42095,164,0,72,69,9695
5.426,163,0,73,69,9695
5.4442,163,0,72,70,9695
5.44859,164,0,72,70,9694
5.46797,163,0,73,70,9694
5.47686,162,0,74,70,9694
5.49437,163,0,74,70,9693
5.50707,164,0,74,70,9692
5.51271,165,0,74,70,9691
5.51838,164,0,75,70,9691
5.53656,165,0,75,70,9690
5.54397,164,0,76,70,9690
5.54616,165,0,76,70,9689
5.54971,166,0,76,70,9688
5.56033,167,0,76,70,9687
5.57011,167,0,75,71,9687
5.57079,168,0,75,71,9686
5.58075,167,0,76,71,9686
5.602,167,0,75,72,9686
5.61008,166,0,76,72,9686
5.61249,167,0,76,72,9685
5.6259,167,0,75,73,9685
5.6357,168,0,75,73,9684
5.64603,168,0,74,74,9684
5.66517,169,0,74,74,9683
5.674,170,0,74,74,9682
5.68033,171,0,74,74,9681
5.70392,172,0,74,74,9680
5.71958,173,0,74,74,9679
5.73023,173,0,73,75,9679
5.74977,174,0,73,75,9678
5.77788,174,0,72,76,9678
5.78079,175,0,72,76,9677
5.78235,176,0,72,76,9676
5.79152,175,0,73,76,9676
5.79185,176,0,73,76,9675
5.79215,175,0,74,76,9675
5.79478,175,0,73,77,9675
5.80153,176,0,73,77,9674
5.81921,176,0,72,78,9674
5.82726,176,0,71,79,9674
5.83901,177,0,71,79,9673
5.848,176,0,72,79,9673
5.87413,175,0,73,79,9673
5.8754,176,0,73,79,9672
5.90542,177,0,73,79,9671
5.90739,177,0,72,80,9671
5.91355,177,0,71,81,9671
5.93473,176,0,72,81,9671
5.95298,177,0,72,81,9670
5.95753,176,0,73,81,9670
5.96687,176,0,72,82,9670
5.96968,176,0,71,83,9670
5.98525,176,0,70,84,9670
5.98898,177,0,70,84,9669
5.99747,178,0,70,84,9668
6.00289,179,0,70,84,9667
6.02448,180,0,70,84,9666
6.03406,179,0,71,84,9666
6.03484,180,0,71,84,9665
6.03826,179,0,72,84,9665
6.06693,179,0,71,85,9665
6.0714,179,0,70,86,9665
6.08038,180,0,70,86,9664
6.09562,179,0,71,86,9664
6.105,179,0,70,87,9664
6.11329,180,0,70,87,9663
6.12898,181,0,70,87,9662
6.14569,182,0,70,87,9661
6.14692,182,0,69,88,9661
6.15629,182,0,68,89,9661
6.16087,182,0,67,90,9661
6.16792,181,0,68,90,9661
6.17971,180,0,69,90,9661
6.18909,181,0,69,90,9660
6.19097,180,0,70,90,9660
6.19979,181,0,70,90,9659
6.20777,180,0,71,90,9659
6.20886,181,0,71,90,9658
6.22892,180,0,72,90,9658
6.23627,179,0,73,90,9658
6.23757,180,0,73,90,9657
6.24394,179,0,74,90,9657
6.2492,180,0,74,90,9656
6.25015,179,0,75,90,9656
6.25422,180,0,75,90,9655
6.26431,181,0,75,90,9654
6.27072,182,0,75,90,9653
6.27945,183,0,75,90,9652
6.27981,184,0,75,90,9651
6.28626,185,0,75,90,9650
6.2885,186,0,75,90,9649
6.35298,185,0,76,90,9649
6.37587,186,0,76,90,9648
6.40533,187,0,76,90,9647
6.41163,186,0,77,90,9647
6.41828,186,0,76,91,9647
6.43455,186,0,75,92,9647
6.4376,185,0,76,92,9647
6.45823,184,0,77,92,9647
6.48343,185,0,77,92,9646
6.48963,185,0,76,93,9646
6.49153,184,0,77,93,9646
6.51569,185,0,77,93,9645
6.51915,184,0,78,93,9645
6.51929,185,0,78,93,9644
6.53508,186,0,78,93,9643
6.53536,185,0,79,93,9643
6.53937,184,0,80,93,9643
6.5486,185,0,80,93,9642
6.55047,186,0,80,93,9641
6.58227,187,0,80,93,9640
6.58859,187,0,79,94,9640
6.59342,188,0,79,94,9639
6.59731,187,0,80,94,9639
6.60285,188,0,80,94,9638
6.61048,189,0,80,94,9637
6.63007,190,0,80,94,9636
6.63039,191,0,80,94,9635
6.63241,192,0,80,94,9634
6.66889,191,0,81,94,9634
6.66989,190,0,82,94,9634
6.67022,190,0,81,95,9634
6.67056,190,0,80,96,9634
6.71304,191,0,80,96,9633
6.72457,190,0,81,96,9633
6.72868,191,0,81,96,9632
6.75406,190,0,82,96,9632
6.80748,191,0,82,96,9631
6.8142,192,0,82,96,9630
6.82748,193,0,82,96,9629
6.82956,193,0,81,97,9629
6.83273,192,0,82,97,9629
6.83886,193,0,82,97,9628
6.84184,194,0,82,97,9627
6.84391,193,0,83,97,9627
6.8523,193,0,82,98,9627
6.85631,194,0,82,98,9626
6.85896,193,0,83,98,9626
6.86009,194,0,83,98,9625
6.86201,193,0,84,98,9625
6.87107,194,0,84,98,9624
6.87313,193,0,85,98,9624
6.90497,194,0,85,98,9623
6.90647,193,0,86,98,9623
6.90652,194,0,86,98,9622
6.91095,195,0,86,98,9621
6.91424,194,0,87,98,9621
6.9263,194,0,86,99,9621
6.94516,195,0,86,99,9620
6.95551,196,0,86,99,9619
6.96002,195,0,87,99,9619
6.96624,194,0,88,99,9619
6.97018,194,0,87,100,9619
6.97279,195,0,87,100,9618
6.98394,196,0,87,100,9617
6.98516,195,0,88,100,9617
6.99271,195,0,87,101,9617
6.99555,194,0,88,101,9617
6.99731,194,0,87,102,9617
7.01576,193,0,88,102,9617
7.01952,192,0,89,102,9617
7.02003,193,0,89,102,9616
7.02933,192,0,90,102,9616
7.04242,193,0,90,102,9615
7.04441,192,0,91,102,9615
7.04677,191,0,92,102,9615
7.05015,191,0,91,103,9615
7.05144,191,0,90,104,9615
7.07002,192,0,90,104,9614
7.07569,191,0,91,104,9614
7.07662,192,0,91,104,9613
7.09711,192,0,90,105,9613
7.10714,192,0,89,106,9613
7.11147,192,0,88,107,9613
7.1135,191,0,89,107,9613
7.12683,192,0,89,107,9612
7.14137,193,0,89,107,9611
7.14154,193,0,88,108,9611
7.14634,193,0,87,109,9611
7.1474,194,0,87,109,9610
7.15297,195,0,87,109,9609
7.15879,195,0,86,110,9609
7.15905,194,0,87,110,9609
7.17153,195,0,87,110,9608
7.18317,194,0,88,110,9608
7.18694,195,0,88,110,9607
7.19019,194,0,89,110,9607
7.19484,193,0,90,110,9607
7.19583,193,0,89,111,9607
7.2012,194,0,89,111,9606
7.21434,195,0,89,111,9605
7.21456,196,0,89,111,9604
7.21573,197,0,89,111,9603
7.23091,196,0,90,111,9603
7.23603,195,0,91,111,9603
7.24006,194,0,92,111,9603
7.25256,195,0,92,111,9602
7.25404,196,0,92,111,9601
7.25445,195,0,93,111,9601
7.26679,196,0,93,111,9600
7.26864,197,0,93,111,9599
7.27479,196,0,94,111,9599
7.28355,197,0,94,111,9598
7.31544,198,0,94,111,9597
7.33257,199,0,94,111,9596
7.35954,199,0,93,112,9596
7.3717,200,0,93,112,9595
7.38869,201,0,93,112,9594
7.3927,202,0,93,112,9593
7.39418,202,0,92,113,9593
7.39558,203,0,92,113,9592
7.39575,204,0,92,113,9591
7.40959,205,0,92,113,9590
7.43653,206,0,92,113,9589
7.43994,207,0,92,113,9588
7.44356,206,0,93,113,9588
7.4441,205,0,94,113,9588
7.44757,206,0,94,113,9587
7.4537,207,0,94,113,9586
7.45422,207,0,93,114,9586
7.45829,207,0,92,115,9586
7.46118,207,0,91,116,9586
7.46198,206,0,92,116,9586
7.46227,206,0,91,117,9586
7.46324,207,0,91,117,9585
7.46571,206,0,92,117,9585
7.46591,207,0,92,117,9584
7.46631,208,0,92,117,9583
7.48168,207,0,93,117,9583
7.50043,207,0,92,118,9583
7.50175,208,0,92,118,9582
7.50265,209,0,92,118,9581
7.50998,210,0,92,118,9580
7.5114,209,0,93,118,9580
7.53131,210,0,93,118,9579
7.54327,209,0,94,118,9579
7.54764,208,0,95,118,9579
7.56396,209,0,95,118,9578
7.58474,210,0,95,118,9577
7.59692,211,0,95,118,9576
7.59925,210,0,96,118,9576
7.60097,211,0,96,118,9575
7.60437,210,0,97,118,9575
7.61156,211,0,97,118,9574
7.61428,211,0,96,119,9574
7.62015,212,0,96,119,9573
7.63009,213,0,96,119,9572
7.63409,213,0,95,120,9572
7.6378,214,0,95,120,9571
7.65061,214,0,94,121,9571
7.66553,215,0,94,121,9570
7.66807,214,0,95,121,9570
7.67195,215,0,95,121,9569
7.67784,216,0,95,121,9568
7.67892,217,0,95,121,9567
7.69199,217,0,94,122,9567
7.6939,217,0,93,123,9567
7.6985,216,0,94,123,9567
7.69912,216,0,93,124,9567
7.71009,217,0,93,124,9566
7.72103,216,0,94,124,9566
7.72289,216,0,93,125,9566
7.7289,216,0,92,126,9566
7.72897,215,0,93,126,9566
7.73249,214,0,94,126,9566
7.73489,215,0,94,126,9565
7.73701,216,0,94,126,9564
7.73982,217,0,94,126,9563
7.74666,218,0,94,126,9562
7.74884,218,0,93,127,9562
7.76597,219,0,93,127,9561
7.76634,220,0,93,127,9560
7.77038,219,0,94,127,9560
7.77456,220,0,94,127,9559
7.77574,221,0,94,127,9558
7.77777,221,0,93,128,9558
7.77999,220,0,94,128,9558
7.78347,220,0,93,129,9558
7.79583,220,0,92,130,9558
7.80086,221,0,92,130,9557
7.8099,222,0,92,130,9556
7.82106,221,0,93,130,9556
7.82206,222,0,93,130,9555
7.82846,222,0,92,131,9555
7.8422,221,0,93,131,9555
7.8423,220,0,94,131,9555
7.84264,219,0,95,131,9555
7.85054,220,0,95,131,9554
7.8524,221,0,95,131,9553
7.8615,221,0,94,132,9553
7.86905,220,0,95,132,9553
7.87434,221,0,95,132,9552
7.87569,222,0,95,132,9551
7.88146,223,0,95,132,9550
7.91802,224,0,95,132,9549
7.92508,224,0,94,133,9549
7.92514,223,0,95,133,9549
7.93836,223,0,94,134,9549
7.93912,223,0,93,135,9549
7.95169,224,0,93,135,9548
7.95519,225,0,93,135,9547
7.95698,224,0,94,135,9547
7.97682,224,0,93,136,9547
7.97986,225,0,93,136,9546
7.98008,226,0,93,136,9545
7.98224,226,0,92,137,9545
7.98627,227,0,92,137,9544
7.99073,228,0,92,137,9543
8.00198,228,0,91,138,9543
8.00278,229,0,91,138,9542
8.00674,229,0,90,139,9542
8.01425,230,0,90,139,9541
8.04029,230,0,89,140,9541
8.04049,230,0,88,141,9541
8.0421,231,0,88,141,9540
8.04223,230,0,89,141,9540
8.04304,231,0,89,141,9539
8.05395,232,0,89,141,9538
8.0581,232,0,88,142,9538
8.07121,231,0,89,142,9538
8.08401,232,0,89,142,9537
8.085,232,0,88,143,9537
8.08536,233,0,88,143,9536
8.08572,233,0,87,144,9536
8.09413,232,0,88,144,9536
8.10464,231,0,89,144,9536
8.10512,232,0,89,144,9535
8.10629,231,0,90,144,9535
8.10665,232,0,90,144,9534
8.11475,233,0,90,144,9533
8.11626,234,0,90,144,9532
8.1189,233,0,91,144,9532
8.13035,234,0,91,144,9531
8.1304,235,0,91,144,9530
8.13278,236,0,91,144,9529
8.133,237,0,91,144,9528
8.13512,237,0,90,145,9528
8.13676,237,0,89,146,9528
8.14264,238,0,89,146,9527
8.15138,237,0,90,146,9527
8.15778,238,0,90,146,9526
8.15831,239,0,90,146,9525
8.15942,238,0,91,146,9525
8.17262,239,0,91,146,9524
8.18287,238,0,92,146,9524
8.1858,237,0,93,146,9524
8.18805,236,0,94,146,9524
8.19271,235,0,95,146,9524
8.19789,234,0,96,146,9524
8.19967,235,0,96,146,9523
8.20341,236,0,96,146,9522
8.20388,235,0,97,146,9522
8.205,236,0,97,146,9521
8.20873,235,0,98,146,9521
8.22329,235,0,97,147,9521
8.23084,236,0,97,147,9520
8.236,236,0,96,148,9520
8.25148,236,0,95,149,9520
8.25584,236,0,94,150,9520
8.26086,235,0,95,150,9520
8.26439,236,0,95,150,9519
8.2903,235,0,96,150,9519
8.29246,236,0,96,150,9518
8.2988,237,0,96,150,9517
8.31188,238,0,96,150,9516
8.31471,239,0,96,150,9515
8.31546,238,0,97,150,9515
8.3273,238,0,96,151,9515
8.3292,238,0,95,152,9515
8.33282,237,0,96,152,9515
8.33919,237,0,95,153,9515
8.33965,236,0,96,153,9515
8.34305,236,0,95,154,9515
8.3523,236,0,94,155,9515
8.36837,237,0,94,155,9514
8.37914,237,0,93,156,9514
8.38475,236,0,94,156,9514
8.40254,237,0,94,156,9513
8.4059,238,0,94,156,9512
8.40647,239,0,94,156,9511
8.40957,240,0,94,156,9510
8.41235,239,0,95,156,9510
8.41716,239,0,94,157,9510
8.42197,238,0,95,157,9510
8.43421,239,0,95,157,9509
8.43474,240,0,95,157,9508
8.43606,240,0,94,158,9508
8.4446,239,0,95,158,9508
8.4644,240,0,95,158,9507
8.47922,239,0,96,158,9507
8.48273,238,0,97,158,9507
8.48698,237,0,98,158,9507
8.49347,237,0,97,159,9507
8.50528,238,0,97,159,9506
8.5162,239,0,97,159,9505
8.52346,239,0,96,160,9505
8.53141,240,0,96,160,9504
8.53298,241,0,96,160,9503
8.5366,242,0,96,160,9502
8.53765,241,0,97,160,9502
8.54045,240,0,98,160,9502
8.54669,239,0,99,160,9502
8.55104,239,0,98,161,9502
8.55271,238,0,99,161,9502
8.55828,237,0,100,161,9502
8.57114,237,0,99,162,9502
8.58531,238,0,99,162,9501
8.58574,239,0,99,162,9500
8.58617,239,0,98,163,9500
8.59161,240,0,98,163,9499
8.61038,241,0,98,163,9498
8.612,240,0,99,163,9498
8.62234,241,0,99,163,9497
8.63327,240,0,100,163,9497
8.6354,241,0,100,163,9496
8.6362,242,0,100,163,9495
8.63762,241,0,101,163,9495
8.65317,242,0,101,163,9494
8.67797,243,0,101,163,9493
8.68521,244,0,101,163,9492
8.70175,243,0,102,163,9492
8.70252,242,0,103,163,9492
8.70366,243,0,103,163,9491
8.7067,242,0,104,163,9491
8.71502,243,0,104,163,9490
8.71566,242,0,105,163,9490
8.72248,241,0,106,163,9490
8.72753,241,0,105,164,9490
8.73193,242,0,105,164,9489
8.74581,243,0,105,164,9488
8.74789,244,0,105,164,9487
8.74827,244,0,104,165,9487
8.75269,245,0,104,165,9486
8.7535,246,0,104,165,9485
8.76246,245,0,105,165,9485
8.76412,246,0,105,165,9484
8.77719,245,0,106,165,9484
8.78201,244,0,107,165,9484
8.78426,245,0,107,165,9483
8.7993,244,0,108,165,9483
8.80399,245,0,108,165,9482
8.80752,244,0,109,165,9482
8.81841,243,0,110,165,9482
8.83069,244,0,110,165,9481
8.86855,243,0,111,165,9481
8.8735,244,0,111,165,9480
8.87867,245,0,111,165,9479
8.9,244,0,112,165,9479
8.93692,244,0,111,166,9479
8.93723,244,0,110,167,9479
8.93963,243,0,111,167,9479
8.95053,242,0,112,167,9479
8.95333,243,0,112,167,9478
8.95716,242,0,113,167,9478
8.97939,241,0,114,167,9478
8.98071,242,0,114,167,9477
8.98904,242,0,113,168,9477
8.99419,241,0,114,168,9477
9.00041,242,0,114,168,9476
9.00715,243,0,114,168,9475
9.00914,244,0,114,168,9474
9.02039,245,0,114,168,9473
9.02625,245,0,113,169,9473
9.0321,246,0,113,169,9472
9.03213,245,0,114,169,9472
9.0325,246,0,114,169,9471
9.03748,245,0,115,169,9471
9.03777,244,0,116,169,9471
9.03952,245,0,116,169,9470
9.04477,245,0,115,170,9470
9.0485,244,0,116,170,9470
9.05556,245,0,116,170,9469
9.0562,245,0,115,171,9469
9.0685,245,0,114,172,9469
9.07034,245,0,113,173,9469
9.0731,246,0,113,173,9468
9.08197,247,0,113,173,9467
9.08411,247,0,112,174,9467
9.09568,248,0,112,174,9466
9.09627,249,0,112,174,9465
9.09896,249,0,111,175,9465
9.10182,248,0,112,175,9465
9.10728,249,0,112,175,9464
9.11266,250,0,112,175,9463
9.11507,250,0,111,176,9463
9.12118,251,0,111,176,9462
9.12378,251,0,110,177,9462
9.13995,251,0,109,178,9462
9.14078,250,0,110,178,9462
9.1421,250,0,109,179,9462
9.14334,249,0,110,179,9462
9.14374,250,0,110,179,9461
9.14955,249,0,111,179,9461
9.15403,250,0,111,179,9460
9.15638,251,0,111,179,9459
9.18084,251,0,110,180,9459
9.19445,252,0,110,180,9458
9.2046,251,0,111,180,9458
9.21425,250,0,112,180,9458
9.23366,251,0,112,180,9457
9.23648,252,0,112,180,9456
9.23792,253,0,112,180,9455
9.24317,252,0,113,180,9455
9.24412,253,0,113,180,9454
9.24983,254,0,113,180,9453
9.26049,254,0,112,181,9453
9.26054,255,0,112,181,9452
9.27749,256,0,112,181,9451
9.28039,257,0,112,181,9450
9.28978,258,0,112,181,9449
9.29182,257,0,113,181,9449
9.29782,258,0,113,181,9448
