time,E,H,I,R,S
34.4262,1372,2,823,3757,4046
34.4262,1371,2,824,3757,4046
34.4263,1372,2,824,3757,4045
34.4271,1373,2,824,3757,4044
34.4272,1374,2,824,3757,4043
34.4303,1375,2,824,3757,4042
34.4325,1374,2,825,3757,4042
34.4338,1373,2,826,3757,4042
34.4339,1373,2,825,3758,4042
34.4343,1373,2,824,3759,4042
34.435,1372,2,825,3759,4042
34.436,1371,2,826,3759,4042
34.4372,1370,2,827,3759,4042
34.4374,1371,2,827,3759,4041
34.4383,1370,2,828,3759,4041
34.4427,1371,2,828,3759,4040
34.446,1370,2,829,3759,4040
34.4462,1371,2,829,3759,4039
34.4471,1372,2,829,3759,4038
34.4476,1372,2,828,3760,4038
34.4494,1371,2,829,3760,4038
34.4504,1370,2,830,3760,4038
34.451,1370,2,829,3761,4038
34.4511,1370,2,828,3762,4038
34.4527,1370,2,827,3763,4038
34.4547,1371,2,827,3763,4037
34.4563,1372,2,827,3763,4036
34.4568,1371,2,828,3763,4036
34.4578,1372,2,828,3763,4035
34.4591,1373,2,828,3763,4034
34.4612,1372,2,829,3763,4034
34.4627,1372,2,828,3764,4034
34.4629,1372,2,827,3765,4034
34.4631,1373,2,827,3765,4033
34.4633,1372,2,828,3765,4033
34.4663,1372,2,827,3766,4033
34.4703,1372,2,826,3767,4033
34.4721,1371,2,827,3767,4033
34.4721,1371,2,826,3768,4033
34.4737,1370,2,827,3768,4033
34.4782,1369,2,828,3768,4033
34.4785,1369,2,827,3769,4033
34.4823,1369,2,826,3770,4033
34.4831,1370,2,826,3770,4032
34.4843,1371,2,826,3770,4031
34.4851,1372,2,826,3770,4030
34.4889,1372,2,825,3771,4030
34.4902,1373,2,825,3771,4029
34.4913,1372,2,826,3771,4029
34.4938,1371,2,827,3771,4029
34.4967,1372,2,827,3771,4028
34.4968,1373,2,827,3771,4027
34.497,1372,2,828,3771,4027
34.498,1372,2,827,3772,4027
34.4998,1373,2,827,3772,4026
34.4999,1374,2,827,3772,4025
34.5009,1375,2,827,3772,4024
34.5024,1374,2,828,3772,4024
34.5025,1373,2,829,3772,4024
34.505,1374,2,829,3772,4023
34.5055,1375,2,829,3772,4022
34.5084,1374,2,830,3772,4022
34.5086,1374,2,829,3773,4022
34.5103,1374,2,828,3774,4022
34.5116,1375,2,828,3774,4021
34.5129,1376,2,828,3774,4020
34.5135,1376,2,827,3775,4020
34.5171,1376,2,826,3776,4020
34.521,1376,2,825,3777,4020
34.5218,1376,2,824,3778,4020
34.5265,1376,2,823,3779,4020
34.5265,1377,2,823,3779,4019
34.5271,1377,2,822,3780,4019
34.5281,1377,2,821,3781,4019
34.5284,1377,2,820,3782,4019
34.5307,1376,2,821,3782,4019
34.5327,1376,2,820,3783,4019
34.533,1377,2,820,3783,4018
34.5334,1378,2,820,3783,4017
34.5338,1377,2,821,3783,4017
34.5348,1378,2,821,3783,4016
34.5348,1379,2,821,3783,4015
34.5364,1380,2,821,3783,4014
34.5368,1379,2,822,3783,4014
34.5375,1380,2,822,3783,4013
34.5384,1379,2,823,3783,4013
34.5403,1378,2,824,3783,4013
34.542,1377,2,825,3783,4013
34.5426,1377,2,824,3784,4013
34.5429,1378,2,824,3784,4012
34.5431,1379,2,824,3784,4011
34.5434,1380,2,824,3784,4010
34.5435,1381,2,824,3784,4009
34.5436,1382,2,824,3784,4008
34.5446,1381,2,825,3784,4008
34.5453,1381,2,824,3785,4008
34.5463,1382,2,824,3785,4007
34.5503,1383,2,824,3785,4006
34.5504,1382,2,825,3785,4006
34.5506,1382,2,824,3786,4006
34.551,1381,2,825,3786,4006
34.5545,1381,2,824,3787,4006
34.5546,1380,2,825,3787,4006
34.5564,1381,2,825,3787,4005
34.5566,1381,2,824,3788,4005
34.5577,1380,2,825,3788,4005
34.5599,1381,2,825,3788,4004
34.5601,1381,2,824,3789,4004
34.5612,1381,2,823,3790,4004
34.5626,1380,2,824,3790,4004
34.5652,1379,2,825,3790,4004
34.5667,1380,2,825,3790,4003
34.5696,1381,2,825,3790,4002
34.57,1382,2,825,3790,4001
34.5701,1381,2,826,3790,4001
34.5704,1381,2,825,3791,4001
34.572,1381,2,824,3792,4001
34.5732,1381,2,823,3793,4001
34.574,1381,2,822,3794,4001
34.5745,1382,2,822,3794,4000
34.5746,1382,2,821,3795,4000
34.5807,1381,2,822,3795,4000
34.5815,1381,2,821,3796,4000
34.5821,1380,2,822,3796,4000
34.5839,1380,2,821,3797,4000
34.5845,1381,2,821,3797,3999
34.5855,1382,2,821,3797,3998
34.5855,1382,2,820,3798,3998
34.5874,1382,2,819,3799,3998
34.5881,1383,2,819,3799,3997
34.5892,1383,2,818,3800,3997
34.5951,1382,2,819,3800,3997
34.5966,1383,2,819,3800,3996
34.5969,1384,2,819,3800,3995
34.5991,1383,2,820,3800,3995
34.5992,1383,2,819,3801,3995
34.5993,1382,2,820,3801,3995
34.6003,1382,2,819,3802,3995
34.6028,1382,2,818,3803,3995
34.6029,1383,2,818,3803,3994
34.6036,1384,2,818,3803,3993
34.6041,1385,2,818,3803,3992
34.606,1384,2,819,3803,3992
34.6082,1383,2,820,3803,3992
34.6119,1383,2,819,3804,3992
34.6135,1382,2,820,3804,3992
34.6141,1381,2,821,3804,3992
34.6158,1382,2,821,3804,3991
34.6162,1383,2,821,3804,3990
34.6163,1384,2,821,3804,3989
34.6164,1384,2,820,3805,3989
34.6187,1383,2,821,3805,3989
34.6225,1382,2,822,3805,3989
34.6227,1382,2,821,3806,3989
34.625,1381,2,822,3806,3989
34.6262,1382,2,822,3806,3988
34.6281,1383,2,822,3806,3987
34.6288,1383,2,821,3807,3987
34.6289,1384,2,821,3807,3986
34.6296,1384,2,820,3808,3986
34.6313,1383,2,821,3808,3986
34.6322,1382,2,822,3808,3986
34.6351,1382,2,821,3809,3986
34.6369,1383,2,821,3809,3985
34.6369,1382,2,822,3809,3985
34.6377,1383,2,822,3809,3984
34.638,1382,2,823,3809,3984
34.64,1382,2,822,3810,3984
34.6415,1383,2,822,3810,3983
34.6419,1384,2,822,3810,3982
34.642,1384,2,821,3811,3982
34.6444,1384,2,820,3812,3982
34.6447,1383,2,821,3812,3982
34.646,1383,2,820,3813,3982
34.6472,1383,2,819,3814,3982
34.6476,1383,2,818,3815,3982
34.6487,1382,2,819,3815,3982
34.6512,1381,2,820,3815,3982
34.652,1382,2,820,3815,3981
34.6533,1382,2,819,3816,3981
34.6563,1381,2,820,3816,3981
34.6569,1382,2,820,3816,3980
34.659,1381,2,821,3816,3980
34.6595,1382,2,821,3816,3979
34.6609,1383,2,821,3816,3978
34.663,1382,2,822,3816,3978
34.6646,1383,2,822,3816,3977
34.6648,1384,2,822,3816,3976
34.666,1383,2,823,3816,3976
34.6684,1382,2,824,3816,3976
34.6686,1383,2,824,3816,3975
34.6689,1382,2,825,3816,3975
34.6711,1383,2,825,3816,3974
34.6714,1382,2,826,3816,3974
34.6716,1383,2,826,3816,3973
34.6719,1384,2,826,3816,3972
34.6736,1384,2,825,3817,3972
34.6745,1383,2,826,3817,3972
34.6746,1383,1,826,3818,3972
34.6754,1384,1,826,3818,3971
34.6758,1383,1,827,3818,3971
34.6759,1383,1,826,3819,3971
34.678,1382,1,827,3819,3971
34.6781,1382,1,826,3820,3971
34.6789,1382,1,825,3821,3971
34.679,1383,1,825,3821,3970
34.6802,1383,1,824,3822,3970
34.6808,1382,1,825,3822,3970
34.6813,1381,1,826,3822,3970
34.6826,1380,1,827,3822,3970
34.6829,1380,1,826,3823,3970
34.686,1380,1,825,3824,3970
34.6866,1381,1,825,3824,3969
34.6885,1382,1,825,3824,3968
34.6893,1383,1,825,3824,3967
34.6894,1382,1,826,3824,3967
34.6925,1381,1,827,3824,3967
34.6926,1380,1,828,3824,3967
34.6929,1379,1,829,3824,3967
34.695,1378,1,830,3824,3967
34.6951,1378,1,829,3825,3967
34.6972,1377,1,830,3825,3967
34.699,1377,1,829,3826,3967
34.7021,1376,1,830,3826,3967
34.7024,1375,1,831,3826,3967
34.7025,1376,1,831,3826,3966
34.7032,1377,1,831,3826,3965
34.7039,1378,1,831,3826,3964
34.7061,1377,1,832,3826,3964
34.7069,1376,1,833,3826,3964
34.707,1376,1,832,3827,3964
34.7079,1377,1,832,3827,3963
34.7083,1376,1,833,3827,3963
34.7095,1376,1,832,3828,3963
34.7096,1376,1,831,3829,3963
34.7102,1377,1,831,3829,3962
34.711,1376,1,832,3829,3962
34.7112,1375,1,833,3829,3962
34.7114,1375,1,832,3830,3962
34.7116,1376,1,832,3830,3961
34.7122,1375,1,833,3830,3961
34.7129,1376,1,833,3830,3960
34.7161,1375,1,834,3830,3960
34.7162,1376,1,834,3830,3959
34.7202,1376,1,833,3831,3959
34.7213,1376,1,832,3832,3959
34.7213,1376,1,831,3833,3959
34.7223,1377,1,831,3833,3958
34.7231,1376,1,832,3833,3958
34.7248,1375,1,833,3833,3958
34.7256,1374,1,834,3833,3958
34.7258,1374,1,833,3834,3958
34.7273,1373,1,834,3834,3958
34.7295,1374,1,834,3834,3957
34.7303,1374,1,833,3835,3957
34.7307,1374,1,832,3836,3957
34.7315,1375,1,832,3836,3956
34.7346,1375,1,831,3837,3956
34.7359,1375,1,830,3838,3956
34.7378,1374,1,831,3838,3956
34.7382,1375,1,831,3838,3955
34.7392,1376,1,831,3838,3954
34.7398,1376,1,830,3839,3954
34.7417,1377,1,830,3839,3953
34.7437,1376,1,831,3839,3953
34.7461,1375,1,832,3839,3953
34.7461,1375,1,831,3840,3953
34.7479,1374,1,832,3840,3953
34.7494,1375,1,832,3840,3952
34.7508,1375,1,831,3841,3952
34.7509,1375,1,830,3842,3952
34.7518,1376,1,830,3842,3951
34.7532,1376,1,829,3843,3951
34.756,1376,1,828,3844,3951
34.7562,1375,1,829,3844,3951
34.7569,1375,1,828,3845,3951
34.7575,1376,1,828,3845,3950
34.759,1376,1,827,3846,3950
34.7594,1375,1,828,3846,3950
34.7602,1374,1,829,3846,3950
34.7606,1374,1,828,3847,3950
34.7606,1374,1,827,3848,3950
34.763,1375,1,827,3848,3949
34.7639,1376,1,827,3848,3948
34.766,1377,1,827,3848,3947
34.767,1376,1,828,3848,3947
34.7677,1375,1,829,3848,3947
34.7688,1376,1,829,3848,3946
34.7689,1376,1,828,3849,3946
34.7694,1375,1,829,3849,3946
34.7697,1375,1,828,3850,3946
34.7697,1375,1,827,3851,3946
34.7697,1375,1,826,3852,3946
34.7708,1375,1,825,3853,3946
34.771,1374,1,826,3853,3946
34.7712,1375,1,826,3853,3945
34.7754,1376,1,826,3853,3944
34.7755,1375,1,827,3853,3944
34.776,1375,1,826,3854,3944
34.7762,1374,1,827,3854,3944
34.7769,1373,1,828,3854,3944
34.778,1374,1,828,3854,3943
34.7806,1375,1,828,3854,3942
34.7809,1375,1,827,3855,3942
34.7814,1374,1,828,3855,3942
34.782,1375,1,828,3855,3941
34.7835,1375,1,827,3856,3941
34.7848,1374,1,828,3856,3941
34.785,1374,1,827,3857,3941
34.7862,1374,1,826,3858,3941
34.7862,1373,1,827,3858,3941
34.7865,1372,1,828,3858,3941
34.7886,1373,1,828,3858,3940
34.79,1374,1,828,3858,3939
34.7906,1375,1,828,3858,3938
34.7909,1374,1,829,3858,3938
34.794,1375,1,829,3858,3937
34.7941,1374,1,830,3858,3937
34.796,1375,1,830,3858,3936
34.7985,1376,1,830,3858,3935
34.7999,1377,1,830,3858,3934
34.8014,1376,1,831,3858,3934
34.8014,1377,1,831,3858,3933
34.8026,1376,1,832,3858,3933
34.8052,1375,1,833,3858,3933
34.8054,1375,1,832,3859,3933
34.8059,1375,1,831,3860,3933
34.8069,1375,1,830,3861,3933
34.8076,1376,1,830,3861,3932
34.8082,1376,1,829,3862,3932
34.8115,1375,1,830,3862,3932
34.8116,1375,1,829,3863,3932
34.8136,1376,1,829,3863,3931
34.8184,1376,1,828,3864,3931
34.8208,1376,1,827,3865,3931
34.8244,1376,1,826,3866,3931
34.8248,1377,1,826,3866,3930
34.8257,1378,1,826,3866,3929
34.8303,1379,1,826,3866,3928
34.8312,1378,1,827,3866,3928
34.8342,1377,1,828,3866,3928
34.8383,1378,1,828,3866,3927
34.8389,1378,1,827,3867,3927
34.8389,1377,1,828,3867,3927
34.8395,1376,1,829,3867,3927
34.8395,1377,1,829,3867,3926
34.8399,1378,1,829,3867,3925
34.84,1378,1,828,3868,3925
34.84,1379,1,828,3868,3924
34.8403,1380,1,828,3868,3923
34.8429,1380,1,827,3869,3923
34.8432,1380,1,826,3870,3923
34.8433,1381,1,826,3870,3922
34.8433,1381,1,825,3871,3922
34.8441,1380,1,826,3871,3922
34.846,1379,1,827,3871,3922
34.8465,1379,1,826,3872,3922
34.8485,1378,1,827,3872,3922
34.8488,1377,1,828,3872,3922
34.8545,1378,1,828,3872,3921
34.8555,1379,1,828,3872,3920
34.8556,1380,1,828,3872,3919
34.8567,1380,1,827,3873,3919
34.8586,1380,1,826,3874,3919
34.8596,1380,1,825,3875,3919
34.8599,1379,1,826,3875,3919
34.8633,1378,1,827,3875,3919
34.8637,1379,1,827,3875,3918
34.8652,1378,1,828,3875,3918
34.8662,1378,1,827,3876,3918
34.867,1378,1,826,3877,3918
34.8676,1379,1,826,3877,3917
34.8688,1378,1,827,3877,3917
34.869,1378,1,826,3878,3917
34.8716,1377,1,827,3878,3917
34.8727,1378,1,827,3878,3916
34.8746,1379,1,827,3878,3915
34.8752,1378,1,828,3878,3915
34.8786,1377,1,829,3878,3915
34.8792,1376,1,830,3878,3915
34.8792,1376,1,829,3879,3915
34.8809,1377,1,829,3879,3914
34.8818,1376,1,830,3879,3914
34.882,1375,1,831,3879,3914
34.8827,1375,1,830,3880,3914
34.8834,1375,1,829,3881,3914
34.8843,1374,1,830,3881,3914
34.8844,1373,1,831,3881,3914
34.8848,1373,1,830,3882,3914
34.8869,1374,1,830,3882,3913
34.8876,1374,1,829,3883,3913
34.8881,1374,1,828,3884,3913
34.8927,1373,1,829,3884,3913
34.893,1372,1,830,3884,3913
34.8939,1373,1,830,3884,3912
34.8941,1372,1,831,3884,3912
34.8944,1371,1,832,3884,3912
34.8947,1371,1,831,3885,3912
34.8954,1371,1,830,3886,3912
34.8955,1372,1,830,3886,3911
34.8969,1371,1,831,3886,3911
34.9005,1371,1,830,3887,3911
34.9025,1371,1,829,3888,3911
34.9071,1371,1,828,3889,3911
34.9078,1370,1,829,3889,3911
34.9097,1369,1,830,3889,3911
34.9099,1368,1,831,3889,3911
34.9101,1368,1,830,3890,3911
34.9101,1367,1,831,3890,3911
34.9151,1368,1,831,3890,3910
34.9165,1368,1,830,3891,3910
34.9185,1367,1,831,3891,3910
34.9194,1366,1,832,3891,3910
34.922,1367,1,832,3891,3909
34.9223,1367,1,831,3892,3909
34.9226,1367,1,830,3893,3909
34.9236,1367,1,829,3894,3909
34.9241,1366,1,830,3894,3909
34.9254,1366,1,829,3895,3909
34.9269,1367,1,829,3895,3908
34.93,1368,1,829,3895,3907
34.9304,1368,1,828,3896,3907
34.9308,1368,1,827,3897,3907
34.9311,1367,1,828,3897,3907
34.9315,1368,1,828,3897,3906
34.933,1367,1,829,3897,3906
34.933,1367,1,828,3898,3906
34.9335,1368,1,828,3898,3905
34.9349,1367,1,829,3898,3905
34.936,1367,1,828,3899,3905
34.936,1366,1,829,3899,3905
34.9365,1365,1,830,3899,3905
34.9372,1365,1,829,3900,3905
34.9398,1364,1,830,3900,3905
34.9419,1365,1,830,3900,3904
34.942,1364,1,831,3900,3904
34.9422,1365,1,831,3900,3903
34.9437,1364,1,832,3900,3903
34.9454,1364,1,831,3901,3903
34.9463,1363,1,832,3901,3903
34.9495,1362,1,833,3901,3903
34.9529,1361,1,834,3901,3903
34.9573,1361,1,833,3902,3903
34.958,1362,1,833,3902,3902
34.958,1362,1,832,3903,3902
34.9583,1361,1,833,3903,3902
34.9606,1362,1,833,3903,3901
34.963,1363,1,833,3903,3900
34.9636,1364,1,833,3903,3899
34.9659,1365,1,833,3903,3898
34.9683,1365,1,832,3904,3898
34.9691,1366,1,832,3904,3897
34.9693,1367,1,832,3904,3896
34.9693,1366,1,833,3904,3896
34.9718,1366,1,832,3905,3896
34.9725,1367,1,832,3905,3895
34.973,1367,1,831,3906,3895
34.9739,1366,1,832,3906,3895
34.9745,1365,1,833,3906,3895
34.9769,1364,1,834,3906,3895
34.9785,1364,1,833,3907,3895
34.9803,1363,1,834,3907,3895
34.9821,1362,1,835,3907,3895
34.9907,1362,1,834,3908,3895
34.992,1361,1,835,3908,3895
34.9926,1362,1,835,3908,3894
34.9927,1363,1,835,3908,3893
34.9949,1364,1,835,3908,3892
34.9964,1363,1,836,3908,3892
34.9965,1362,1,837,3908,3892
34.9973,1361,1,838,3908,3892
34.9982,1362,1,838,3908,3891
34.9991,1362,1,837,3909,3891
35.0011,1361,1,838,3909,3891
35.002,1362,1,838,3909,3890
35.0025,1361,1,839,3909,3890
35.0027,1360,1,840,3909,3890
35.0085,1360,1,839,3910,3890
35.0094,1361,1,839,3910,3889
35.0099,1360,1,840,3910,3889
35.0101,1361,1,840,3910,3888
35.0103,1362,1,840,3910,3887
35.0119,1363,1,840,3910,3886
35.0172,1363,1,839,3911,3886
35.0198,1362,1,840,3911,3886
35.0211,1362,1,839,3912,3886
35.0216,1362,1,838,3913,3886
35.0225,1361,1,839,3913,3886
35.023,1361,1,838,3914,3886
35.0266,1361,1,837,3915,3886
35.0282,1360,1,838,3915,3886
35.0282,1361,1,838,3915,3885
35.0307,1360,1,839,3915,3885
35.0314,1359,1,840,3915,3885
35.033,1360,1,840,3915,3884
35.0336,1360,1,839,3916,3884
35.0352,1360,1,838,3917,3884
35.0355,1359,1,839,3917,3884
35.036,1359,1,838,3918,3884
35.0392,1359,1,837,3919,3884
35.0398,1359,1,836,3920,3884
35.0405,1360,1,836,3920,3883
35.0412,1360,1,835,3921,3883
35.0422,1360,1,834,3922,3883
35.0429,1361,1,834,3922,3882
35.0432,1360,1,835,3922,3882
35.0482,1360,1,834,3923,3882
35.0486,1360,1,833,3924,3882
35.0495,1361,1,833,3924,3881
35.0519,1360,1,834,3924,3881
35.0523,1359,1,835,3924,3881
35.0535,1359,1,834,3925,3881
35.0558,1358,1,835,3925,3881
35.0572,1357,1,836,3925,3881
35.0588,1356,1,837,3925,3881
35.0592,1355,1,838,3925,3881
35.0592,1355,1,837,3926,3881
35.0594,1354,1,838,3926,3881
35.0602,1353,1,839,3926,3881
35.0609,1352,1,840,3926,3881
35.0612,1352,1,839,3927,3881
35.0615,1353,1,839,3927,3880
35.0627,1352,1,840,3927,3880
35.0636,1352,1,839,3928,3880
35.0659,1351,1,840,3928,3880
35.067,1351,1,839,3929,3880
35.0708,1350,1,840,3929,3880
35.0711,1349,1,841,3929,3880
35.0723,1349,1,840,3930,3880
35.073,1349,1,839,3931,3880
35.0733,1350,1,839,3931,3879
35.0735,1349,1,840,3931,3879
35.0755,1350,1,840,3931,3878
35.0817,1350,1,839,3932,3878
35.0858,1349,1,840,3932,3878
35.086,1349,1,839,3933,3878
35.0882,1350,1,839,3933,3877
35.0906,1351,1,839,3933,3876
35.0907,1350,1,840,3933,3876
35.0907,1350,1,839,3934,3876
35.0918,1350,1,838,3935,3876
35.0936,1351,1,838,3935,3875
35.098,1350,1,839,3935,3875
35.0982,1349,1,840,3935,3875
35.0982,1349,1,839,3936,3875
35.0989,1348,1,840,3936,3875
35.1015,1349,1,840,3936,3874
35.1016,1349,1,839,3937,3874
35.1026,1350,1,839,3937,3873
35.1045,1350,1,838,3938,3873
35.105,1351,1,838,3938,3872
35.1096,1352,1,838,3938,3871
35.1127,1351,1,839,3938,3871
35.1144,1350,1,840,3938,3871
35.1163,1351,1,840,3938,3870
35.1199,1351,1,839,3939,3870
35.1215,1352,1,839,3939,3869
35.1232,1353,1,839,3939,3868
35.1246,1353,1,838,3940,3868
35.1283,1352,1,839,3940,3868
35.1307,1353,1,839,3940,3867
35.1341,1354,1,839,3940,3866
35.1381,1355,1,839,3940,3865
35.1385,1356,1,839,3940,3864
35.1413,1357,1,839,3940,3863
35.1436,1358,1,839,3940,3862
35.1437,1358,1,838,3941,3862
35.1439,1357,1,839,3941,3862
35.1469,1356,1,840,3941,3862
35.1479,1357,1,840,3941,3861
35.1495,1358,1,840,3941,3860
35.1506,1357,1,841,3941,3860
35.1524,1357,1,840,3942,3860
35.1537,1356,1,841,3942,3860
35.1542,1355,1,842,3942,3860
35.1544,1356,1,842,3942,3859
35.1547,1355,1,843,3942,3859
35.1562,1354,1,844,3942,3859
35.1565,1354,1,843,3943,3859
35.1572,1353,1,844,3943,3859
35.1578,1352,1,845,3943,3859
35.166,1352,1,844,3944,3859
35.1688,1351,1,845,3944,3859
35.1715,1351,1,844,3945,3859
35.1734,1351,1,843,3946,3859
35.1753,1352,1,843,3946,3858
35.1758,1352,1,842,3947,3858
35.176,1351,1,843,3947,3858
35.1773,1350,1,844,3947,3858
35.1785,1349,1,845,3947,3858
35.1785,1350,1,845,3947,3857
35.1788,1350,1,844,3948,3857
35.1791,1350,1,843,3949,3857
35.1852,1349,1,844,3949,3857
35.1884,1349,1,843,3950,3857
35.1887,1350,1,843,3950,3856
35.1906,1351,1,843,3950,3855
35.1916,1352,1,843,3950,3854
35.1923,1351,1,844,3950,3854
35.1923,1351,1,843,3951,3854
35.1926,1351,1,842,3952,3854
35.1933,1350,1,843,3952,3854
35.1964,1350,1,842,3953,3854
35.198,1351,1,842,3953,3853
35.1983,1351,1,841,3954,3853
35.1996,1351,2,840,3954,3853
35.2014,1351,2,839,3955,3853
35.2029,1351,2,838,3956,3853
35.2045,1351,2,837,3957,3853
35.2047,1350,2,838,3957,3853
35.2052,1350,2,837,3958,3853
35.2054,1351,2,837,3958,3852
35.2059,1352,2,837,3958,3851
35.2083,1351,2,838,3958,3851
35.2098,1352,2,838,3958,3850
35.2146,1352,2,837,3959,3850
35.2229,1352,2,836,3960,3850
35.2232,1353,2,836,3960,3849
35.2252,1352,2,837,3960,3849
35.2267,1353,2,837,3960,3848
35.2283,1353,2,836,3961,3848
35.2287,1353,2,835,3962,3848
35.2308,1353,2,834,3963,3848
35.2321,1353,2,833,3964,3848
35.2346,1353,2,832,3965,3848
35.236,1353,2,831,3966,3848
35.2361,1353,2,830,3967,3848
35.2372,1352,2,831,3967,3848
35.2389,1351,2,832,3967,3848
35.2409,1351,2,831,3968,3848
35.2416,1351,2,830,3969,3848
35.2448,1350,2,831,3969,3848
35.2451,1351,2,831,3969,3847
35.2467,1350,2,832,3969,3847
35.2492,1351,2,832,3969,3846
35.2498,1352,2,832,3969,3845
35.2508,1353,2,832,3969,3844
35.2517,1353,2,831,3970,3844
35.2534,1354,2,831,3970,3843
35.2536,1354,2,830,3971,3843
35.2543,1355,2,830,3971,3842
35.2543,1354,2,831,3971,3842
35.2549,1354,2,830,3972,3842
35.2586,1353,2,831,3972,3842
35.259,1352,2,832,3972,3842
35.2619,1352,2,831,3973,3842
35.2636,1351,2,832,3973,3842
35.264,1351,2,831,3974,3842
35.2684,1351,2,830,3975,3842
35.2711,1351,2,829,3976,3842
35.2738,1352,2,829,3976,3841
35.2745,1351,2,830,3976,3841
35.2754,1351,2,829,3977,3841
35.2783,1352,2,829,3977,3840
35.2794,1352,2,828,3978,3840
35.2825,1352,2,827,3979,3840
35.2826,1353,2,827,3979,3839
35.283,1353,2,826,3980,3839
35.2836,1353,2,825,3981,3839
35.2848,1352,2,826,3981,3839
35.2857,1351,2,827,3981,3839
35.2865,1351,2,826,3982,3839
35.2869,1351,2,825,3983,3839
35.2878,1352,2,825,3983,3838
35.2885,1351,2,826,3983,3838
35.2913,1351,2,825,3984,3838
35.2916,1352,2,825,3984,3837
35.2921,1351,2,826,3984,3837
35.2928,1351,2,825,3985,3837
35.2928,1352,2,825,3985,3836
35.2979,1351,2,826,3985,3836
35.2989,1352,2,826,3985,3835
35.3004,1352,2,825,3986,3835
35.3031,1352,2,824,3987,3835
35.305,1353,2,824,3987,3834
35.3072,1353,2,823,3988,3834
35.3075,1353,2,822,3989,3834
35.309,1354,2,822,3989,3833
35.3107,1355,2,822,3989,3832
35.3131,1354,2,823,3989,3832
35.315,1355,2,823,3989,3831
35.3167,1354,2,824,3989,3831
35.3195,1355,2,824,3989,3830
35.3196,1355,2,823,3990,3830
35.3265,1355,2,822,3991,3830
35.3275,1355,2,821,3992,3830
35.3282,1355,2,820,3993,3830
35.3297,1355,2,819,3994,3830
35.3299,1356,2,819,3994,3829
35.3304,1356,2,818,3995,3829
35.3305,1356,2,817,3996,3829
35.333,1355,2,818,3996,3829
35.3337,1355,2,817,3997,3829
35.3352,1354,2,818,3997,3829
35.3406,1353,2,819,3997,3829
35.3421,1352,2,820,3997,3829
35.343,1353,2,820,3997,3828
35.3443,1354,2,820,3997,3827
35.3447,1355,2,820,3997,3826
35.3467,1355,2,819,3998,3826
35.3475,1355,2,818,3999,3826
35.3484,1354,2,819,3999,3826
35.3492,1355,2,819,3999,3825
35.3517,1354,2,820,3999,3825
35.3535,1355,2,820,3999,3824
35.3554,1354,2,821,3999,3824
35.3554,1353,2,822,3999,3824
35.3569,1352,2,823,3999,3824
35.3569,1351,2,824,3999,3824
35.3586,1351,2,823,4000,3824
35.3589,1351,2,822,4001,3824
35.3595,1350,2,823,4001,3824
35.3622,1350,2,822,4002,3824
35.3643,1349,2,823,4002,3824
35.3659,1349,2,822,4003,3824
35.3664,1349,2,821,4004,3824
35.3686,1350,2,821,4004,3823
35.3705,1350,2,820,4005,3823
35.3706,1351,2,820,4005,3822
35.3714,1350,2,821,4005,3822
35.3763,1349,2,822,4005,3822
35.3779,1348,2,823,4005,3822
35.3805,1349,2,823,4005,3821
35.3812,1349,2,822,4006,3821
35.3815,1348,2,823,4006,3821
35.3831,1349,2,823,4006,3820
35.3833,1348,2,824,4006,3820
35.3834,1348,2,823,4007,3820
35.3853,1348,2,822,4008,3820
35.3862,1348,2,821,4009,3820
35.3869,1347,2,822,4009,3820
35.3897,1346,2,823,4009,3820
35.3938,1347,2,823,4009,3819
35.3939,1348,2,823,4009,3818
35.3942,1347,2,824,4009,3818
35.3962,1347,2,823,4010,3818
35.3975,1347,2,822,4011,3818
35.3998,1348,2,822,4011,3817
35.4002,1348,2,821,4012,3817
35.4006,1348,2,820,4013,3817
35.4011,1349,2,820,4013,3816
35.4012,1349,2,819,4014,3816
35.402,1350,2,819,4014,3815
35.4035,1350,2,818,4015,3815
35.4046,1351,2,818,4015,3814
35.4059,1352,2,818,4015,3813
35.4071,1352,2,817,4016,3813
35.4161,1353,2,817,4016,3812
35.4171,1353,2,816,4017,3812
35.4172,1352,2,817,4017,3812
35.42,1351,2,818,4017,3812
35.4202,1352,2,818,4017,3811
35.4208,1352,2,817,4018,3811
35.421,1353,2,817,4018,3810
35.422,1353,2,816,4019,3810
35.4225,1352,2,817,4019,3810
35.423,1352,2,816,4020,3810
35.4238,1352,2,815,4021,3810
35.4238,1353,2,815,4021,3809
35.4245,1353,2,814,4022,3809
35.4252,1352,2,815,4022,3809
35.4262,1352,2,814,4023,3809
35.4274,1352,2,813,4024,3809
35.428,1351,2,814,4024,3809
35.4294,1350,2,815,4024,3809
35.4333,1350,2,814,4025,3809
35.4335,1349,2,815,4025,3809
35.434,1349,2,814,4026,3809
35.434,1350,2,814,4026,3808
35.4355,1349,2,815,4026,3808
35.4376,1348,2,816,4026,3808
35.4376,1349,2,816,4026,3807
35.4392,1348,2,817,4026,3807
35.4411,1347,2,818,4026,3807
35.4412,1348,2,818,4026,3806
35.444,1348,2,817,4027,3806
35.4447,1348,2,816,4028,3806
35.4495,1347,2,817,4028,3806
35.4497,1347,2,816,4029,3806
35.45,1346,2,817,4029,3806
35.4503,1346,2,816,4030,3806
35.4516,1345,2,817,4030,3806
